order,id,count,hate_speech,offensive_language,neither,class,labels,tweet_hashed
1061,4421,3,0,2,1,1,0-2-1,"@###### hope not, I love dat bitch"
1062,3542,3,0,2,1,1,0-2-1,"@###### @###### every time I beat you I'm ""being a faggot"" maybe I'm just being better than you lmao"
1063,12115,3,0,3,0,1,0-3-0,Inde jus got me all hype at work!! I knew my bitch Candace ain't die
1064,9146,3,2,1,0,0,2/1/2000,Dyke bitches kill me thinkin they really got hoes lol
1065,12839,3,0,0,3,2,0-0-3,Lmaooo naw man RT @###### Yo want in RT @###### U serious bro?? lol RT @###### 2-3:10am early bird special
1066,12500,3,1,0,2,2,1-0-2,Kanyeeeeeee is just a yard ape acting idiot!just stupid...
1067,21105,3,0,2,1,1,0-2-1,See my nig @###### today somebody who understands the music like me !!
1068,4373,3,3,0,0,0,3-0-0,@###### @###### Jews and white race traitors have to be swept clean so the Aryan race can survive.
1069,17205,3,0,1,2,2,0-1-2,"RT @###### @###### Wow, and we thought we were the only ones with a luxurious interior #OreoLove #StufOfLegend"
1070,10145,3,0,1,2,2,0-1-2,Holy monkey balls its warm today
1071,10911,3,3,0,0,0,3-0-0,I know righttt RT @###### I hate fat loud bitches
1072,9793,3,0,1,2,2,0-1-2,Got damn the Lakers trash....
1073,6776,3,2,1,0,0,2/1/2000,@###### @###### @###### @###### omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot
1074,5375,3,0,0,3,2,0-0-3,@###### I was born yellow
1075,8763,3,0,2,1,1,0-2-1,Corey is trash
1076,22310,3,2,1,0,0,2/1/2000,These people are fags.
1077,11848,3,0,3,0,1,0-3-0,If my friends don't wanna hangout my automatic response is to call them a bitch. Whoops.
1078,5408,3,0,2,1,1,0-2-1,@###### they got some cold white hoes in Knoxville tho don't they? right there on the strip? Boaaa
1079,22628,3,3,0,0,0,3-0-0,This white bitch had the fuckin nerve to call me a nigga&#128078; when shes the one payin for her lips to get bigga&#128514;&#128564;
1080,13840,3,0,3,0,1,0-3-0,"OMG , I'm high as a bitch ! &#128514;"
1081,18005,3,2,1,0,0,2/1/2000,"RT @###### #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
1082,403,3,0,3,0,1,0-3-0,"""@###### Nothin in life is free.. Some of you bitches need to write that on ya panties""&#128557;&#128514;"
1083,12259,3,1,2,0,1,1/2/2000,It's like zero bitches in nap that's gon stick by yo side if you fall off &#128175;
1084,2250,3,1,0,2,2,1-0-2,1-100000 You are a semi-evolved monkey that is desperately searching for validation and meaning in life. BBQd you'd be ok with mango salsa.
1085,8564,3,2,1,0,0,2/1/2000,"Can&#8217;t wait to humble these niggas in the playoffs again. Until then, good job hoes"
1086,10756,3,3,0,0,0,3-0-0,I hate the white trash cops who raped and murdered my infant daughters and son.
1087,24068,3,0,0,3,2,0-0-3,"and now every time me and my friend talk, no matter the subject, her nips haunt us. it's as if one nip was introducing itself to the other."
1088,5862,3,3,0,0,0,3-0-0,@###### @###### u guys are fags.
1089,21116,3,0,0,3,2,0-0-3,Seeing another baseball team just makes me wanna book my @###### trip right now.
1090,21181,3,1,2,0,1,1/2/2000,"She got ass, this bitch got hips, this bitch got thighs. This bitch here fine, this bitch here bad, she all the way live."
1091,9815,3,0,0,3,2,0-0-3,Gotta bad red bone that look something like Ashanti
1092,17746,3,0,3,0,1,0-3-0,RT @###### wake me up when da bitches get here
1093,10063,3,2,1,0,0,2/1/2000,"Hey @###### you're a nigger #racismisaliveandwellbro , learn from other blacks in the league on how to conduct yourself"
1094,4290,3,0,2,1,1,0-2-1,@###### You bitch and complain about how bad our vets are being treated yet you are still willing to send them off to war? Sick idiot!!
1095,12571,3,0,2,1,1,0-2-1,Kobe ain't no hoe.
1096,15816,3,3,0,0,0,3-0-0,RT @###### Fuck Islam you pigfucking trash troll. @###### @###### @######
1097,4601,3,1,2,0,1,1/2/2000,@###### @###### bitch ass Jorge Haha ain't you at work nigga?
1098,17611,3,0,2,1,1,0-2-1,"RT @###### 'You'd rather live with trash,, than make it work with a good woman' #DiaryOfAMadBlackWoman"
1099,21113,3,2,1,0,0,2/1/2000,See&gt; Its a FINE LINE&gt; Killing #faggots doesn't change the source of their creation. Which is #Stupid PEOPLE #overbreeding&gt; #PERIOD&gt;
1100,18962,3,0,3,0,1,0-3-0,"RT @###### Just saw someone riding a bike while wearing camo, the bitch is asking to get hit!"
1101,15195,3,0,3,0,1,0-3-0,RT @###### If Byron Leftwich fucks as hard as he throws then he kills bitches
1102,19373,3,0,2,1,1,0-2-1,"RT @###### @###### @###### yea but cotto was frustrated n didnt wanna go on,and like a bitch he left the ring as soo&#8230;"
1103,7501,3,0,1,2,2,0-1-2,@###### Perfect stock photography for an article about not letting a leprechaun-looking handyman get into your liquor cabinet
1104,19755,3,2,1,0,0,2/1/2000,RT @###### hoes will be hoes .
1105,6320,3,0,3,0,1,0-3-0,@###### I see da dayd presidents coz my bitches and hoes be makin money day way
1106,9172,3,0,2,1,1,0-2-1,"Eat her pussy when she madEat her pussy when she sad
Eat her pussy when she sleep&#128564;
Eat her pussy when she horny
EAT HER PUSSY"
1107,24773,3,0,3,0,1,0-3-0,niggas living like hoes dats why dey dying bout nothing
1108,16548,3,2,0,1,0,2-0-1,RT @###### Bdubs is packed with beaners &#128557;&#128514;
1109,3638,3,0,3,0,1,0-3-0,@###### you better feel the love... I don't even show these hoes love lol
1110,19874,3,0,3,0,1,0-3-0,"RT @###### Who's gassin these hoes, BP? &#128564;"
1111,10778,3,2,1,0,0,2/1/2000,I hate when black people try and be white so bad ... Your a nigger
1112,20566,3,0,1,2,2,0-1-2,RT @###### @###### he trash tbh #StartMikeVike
1113,23246,3,0,3,0,1,0-3-0,Whenever you need your hoe protected on social media or anywhere in the world? Please contact @###### and he'll fight for that hoe.
1114,21673,3,3,0,0,0,3-0-0,"Subtweet me one more time, you dirty chink whore"
1115,8362,3,0,3,0,1,0-3-0,Both but that was the old me lol RT @###### U be havin bitches on deck for the sex or it's a new joint every time?
1116,6925,3,0,3,0,1,0-3-0,"@###### @###### he has one called ""pussy pop"" I think it's for cats"
1117,3556,3,0,2,1,1,0-2-1,@###### awe boy you smell like monkey sex
1118,11765,3,0,3,0,1,0-3-0,"Idk about yall, but i loves me a thirsty bitch. Atleast they not afraid to peruse a nigga"
1119,3602,3,2,1,0,0,2/1/2000,@###### @###### @###### we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.
1120,21061,3,0,0,3,2,0-0-3,Sapete che? Vi odio..... ho finito..
1121,20327,3,0,3,0,1,0-3-0,RT @###### need my dick sucked..fuck 1 bitch I need &#9996;&#65039; sluts
1122,10683,3,0,2,1,1,0-2-1,I guarantee there will b some hot twats out tonight in dresses with no leggings and open toed shoes.
1123,19086,3,1,2,0,1,1/2/2000,RT @###### What an inconsiderate bitch
1124,13788,3,0,2,1,1,0-2-1,Not to sound like a total bitch but I'm tired of peoples kids and the back to school pics&#128530; we ain't post pics on the back to college day
1125,7629,3,0,3,0,1,0-3-0,A bitch who can't ride dick is useless
1126,5317,3,1,2,0,1,1/2/2000,@###### @###### stfu bitch
1127,17343,3,1,0,2,2,1-0-2,RT @###### A marry between a man and woman people sloppery slop;then what is prevent a bird from marriage my sandwich??? I'm in lo&#8230;
1128,11658,3,0,3,0,1,0-3-0,I'm really nice &#128557; but a bitch at times
1129,23730,3,3,0,0,0,3-0-0,You are a jiggaboo...!
1130,1501,3,0,1,2,2,0-1-2,&#8220;@###### My tweets trash&#8221;
1131,8640,3,0,1,2,2,0-1-2,Chance is trash
1132,22782,3,1,2,0,1,1/2/2000,"Two blonde dykes wanna kiss all night, I just pray to god that this shit go right"
1133,3041,3,2,1,0,0,2/1/2000,@###### jk I'd fuck a dog before I fuck you fish pussy
1134,20808,3,2,1,0,0,2/1/2000,RT @###### The way this niggah just flinched at this movie was #priceless @######
1135,7416,3,3,0,0,0,3-0-0,@###### that bitch done.. have it to u on Sunday my nigga
1136,5506,3,0,2,1,1,0-2-1,@###### ; LMAO! . hoes extra sensitive via text.. They swear they hear your tone in every letter. I start using PUNCTUATION'S .
1137,3428,3,0,1,2,2,0-1-2,@###### interesting #hick
1138,6875,3,0,2,1,1,0-2-1,@###### That talentless skag IS a wardrobe malfunction.
1139,3131,3,2,1,0,0,2/1/2000,"@###### @###### An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal"
1140,4920,3,1,0,2,2,1-0-2,@###### you havent evolved as a human being. Typical meathead redneck. I pity you. You dont know what freedom is about......
1141,21938,3,1,2,0,1,1/2/2000,Thats the only thing a nigga ask forRT @###### Its some choosable bitches in here tonite
1142,725,3,0,1,2,2,0-1-2,#HappyColumbusDay !!!! If is wasn't for #America.................#KarlMarx would never have thought of sharing #colonialism with #injuns !!!
1143,14410,3,0,1,2,2,0-1-2,"RT @###### ""Bae"" means ""Before Anyone Else,"" I've been here thinking it's a ghetto word for babe/baby."
1144,5370,3,0,3,0,1,0-3-0,"@###### way to take orders like a little bitch, bitch"
1145,5422,3,0,3,0,1,0-3-0,@###### meet up so I can Molly whoop yo bitch ass
1146,13502,3,0,1,2,2,0-1-2,"NYC Media last week: LOL, look at the flyover peckerwoods freaking out.
NYC Media now: BRING OUT YOUR DEAD."
1147,12191,3,0,1,2,2,0-1-2,It be so good to not gotta woyke in da moanin. I da only colored dat woyke cuz colored folk be lazy and lives off da white guilt
1148,4549,3,0,3,0,1,0-3-0,@###### Me? Nigga YOU the pussy. I got hands for you dawg!
1149,10128,3,1,2,0,1,1/2/2000,Hoes respect niggas who get strait to the point I won't lead a bitch on if all I won't is crash den it will be adressed clearly#turn up
1150,25244,3,1,2,0,1,1/2/2000,ya'll niggers have a good thanksgiving
1151,23504,3,0,2,1,1,0-2-1,Y'all bitches FAKE &#128514;&#128557;
1152,641,3,0,3,0,1,0-3-0,"""captain save a hoe"" is the most annoying phrase"
1153,7638,3,0,1,2,2,0-1-2,A ghetto girl's best bet is to find work at a call center and try to climb that corporate latter.
1154,8453,3,2,1,0,0,2/1/2000,Bullets through a nigguh tru jeans
1155,20277,3,0,1,2,2,0-1-2,"RT @###### In the Yankees draft room, they had a huge picture of Greg Campbell with the message, ""this is the makeup we're looking for."""
1156,2761,3,0,3,0,1,0-3-0,@###### lmao u ain't a savage &#128514;&#128514; these hoes for everybody
1157,2731,3,3,0,0,0,3-0-0,@###### @###### @###### 3/4 of a citizen. I said it for you maria you spic
1158,3272,3,2,1,0,0,2/1/2000,@###### ew queer white thirsty bitch
1159,4969,3,1,0,2,2,1-0-2,@###### so trash
1160,6063,3,0,1,2,2,0-1-2,@###### everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash.
1161,598,3,3,0,0,0,3-0-0,"""Why people think gay marriage is okay is beyond me. Sorry I don't want my future son seeing 2 fags walking down the street holding hands an"
1162,6808,3,2,1,0,0,2/1/2000,@###### @###### lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;
1163,5934,3,0,3,0,1,0-3-0,@###### @###### hell no! Where is the pussy print page?
1164,6857,3,2,0,1,0,2-0-1,@###### I live in the eye of a white trash hurricane. Milwaukie OR. Where people use bikes BC of DUI's not to save the environment.
1165,11914,3,1,0,2,2,1-0-2,"If you are descended from anything less than European nobility and/or royalty, then you are non-titled common gutter trash."
1166,6504,3,0,1,2,2,0-1-2,@###### God bless you whitey. I be sleepin in tomorrow
1167,1715,3,2,1,0,0,2/1/2000,&#8220;@###### My phone charging backwards &#128533;&#8221; retarded
1168,11609,3,2,0,1,0,2-0-1,"I'm literally laughing in shock, amazement, joy. In...just everything. In everything! Pop the champagne American queers. We have arrived."
1169,9037,3,0,1,2,2,0-1-2,Don't follow the astros they said. They're trash they said. Well now look at them #astros
1170,13795,3,0,1,2,2,0-1-2,Nothing good on TV and the @###### are eating their balls 3 innings in. Great.
1171,17650,3,3,0,0,0,3-0-0,"RT @###### Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;"
1172,6843,3,0,3,0,1,0-3-0,@###### bitches bow down
1173,18811,3,0,3,0,1,0-3-0,RT @###### killing these bitches go body for body &#128530;&#128524;&#127911;
1174,12647,3,0,3,0,1,0-3-0,Leave the bitchen to bitches
1175,10098,3,1,2,0,1,1/2/2000,Hit a bitch with a car bomb.
1176,14442,3,0,0,3,2,0-0-3,RT @###### I accidentally ate a few fireflies last night while chewing some leaves I found. The shameful yellow glow of my mouth wa&#8230;
1177,3520,3,2,1,0,0,2/1/2000,@###### nigger!!
1178,17763,3,0,3,0,1,0-3-0,RT @###### The person below didn't get a big booty hoe.
1179,10202,3,0,1,2,2,0-1-2,"How now, gung-ho?"
1180,22726,3,0,2,1,1,0-2-1,"Trainer lady is a bitch, shook my hand made me promise her I'ma study for a test tomorrow, and idk I don't like her she's trying to break me"
1181,12581,3,0,1,2,2,0-1-2,LMAO Joe was calling whitehouse offering advice. Yeah the President cares what a disgraced FORMER redneck House guy from fl says #morningjoe
1182,4757,3,1,0,2,2,1-0-2,@###### @###### @###### @###### I just noticed you guys called me a jiggaboo
1183,21531,3,0,0,3,2,0-0-3,"Someone's mother called me a ""handsome, buff, yellow thang"" last night... my ego was temporarily elevated and @###### was dying lol"
1184,2359,3,1,0,2,2,1-0-2,@###### maybe not but you crow about obama and democrats so you are a mawbar....Might as well be a Republican.
1185,15375,3,0,2,1,1,0-2-1,RT @###### I wish someone would make a song about how these hoes ain't loyal
1186,23312,3,0,0,3,2,0-0-3,Whoever made these brownies and cookies belongs in heaven
1187,5555,3,3,0,0,0,3-0-0,@###### nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
1188,9239,3,2,0,1,0,2-0-1,Every spic cop in #LosAngeles is loyal to the #LatinKings
1189,18422,3,1,2,0,1,1/2/2000,RT @###### #JerrySpringer on #RAW ...... The white trash side of me is applauding @######
1190,21525,3,1,0,2,2,1-0-2,Someone tell @###### his dreads are part of the uniform. I'd pull your hair too. Why are you trash talking? Cut your Doodoo braids.
1191,2848,3,2,1,0,0,2/1/2000,@###### you styl gotta get dem tweets off my nig
1192,591,3,3,0,0,0,3-0-0,"""We hate niggers, we hate faggots and we hate spics""-kkk rally"
1193,3496,3,3,0,0,0,3-0-0,@###### if the faggots can have a page y cant they?faggots offend me more than them
1194,15198,3,0,2,1,1,0-2-1,"RT @###### To the retards chanting USA at the FC Dallas game, Kansas is in the USA."
1195,7199,3,0,1,2,2,0-1-2,@###### yall defense too trash for that &#128514;&#128514;&#128514;
1196,11602,3,3,0,0,0,3-0-0,I'm just upset they got faggots on this show
1197,1487,3,0,3,0,1,0-3-0,"&#8220;@###### If she's sending you nudes on snap chats but your not one of the 3 guys on her favorites, she a hoe.&#8221;&#128514;&#128514;&#128514;&#128557;"
1198,14893,3,0,2,1,1,0-2-1,RT @###### you hang out with a hoe you gonna turn into a hoe
1199,12275,3,0,2,1,1,0-2-1,It's pretty much been confirmed that I have the BEST bitch face on the planet.
1200,14828,3,0,1,2,2,0-1-2,RT @###### I'm so sick head colds suuuck. And on top of that @###### had to challange me to a beer chug &#128567;&#128567;
1201,6501,3,1,2,0,1,1/2/2000,@###### have fun getting deported you fucking faggot
1202,17435,3,0,1,2,2,0-1-2,"RT @###### Art thou the bird whom Man loves bestThe pious bird with t/ scarlet breast, Our Robin;that leaves these summer winds sobbing&#8230;"
1203,6161,3,0,3,0,1,0-3-0,@###### my fuckin name hoe
1204,2679,3,1,0,2,2,1-0-2,@###### @###### Historical point: cracker was a term for the Irish settling in the woods of the mid-Atlantic. Hardly offensive.
1205,18190,3,0,1,2,2,0-1-2,"RT @###### Me: Do you sell any larger sized condoms?
Her: Sir those are 13 gallon trash bags!

Me: *winks until security escorts me &#8230;"
1206,19852,3,0,1,2,2,0-1-2,RT @###### &#8220;@###### Tornado sirens.... Atleast I'll be dying with you guys @###### @###### @###### &#128557;&#8221; and this ho&#8230;
1207,4441,3,0,1,2,2,0-1-2,"@###### lemme just throw a 302 in it, how's the tranny??"
1208,19502,3,3,0,0,0,3-0-0,RT @###### Jenna's a faggot
1209,17965,3,1,2,0,1,1/2/2000,"RT @###### Females nowadays don't like to do anything freaky, because you niggas gossip about it like bitches"
1210,3452,3,0,0,3,2,0-0-3,"@###### omg! I don't even know where kimlau sq is...I would been like,""look a bird!"" then ran for the hills! Lol"
1211,16110,3,1,2,0,1,1/2/2000,RT @###### You can only call the Janoskians faggots if you're a Janoskianator
1212,6951,3,0,1,2,2,0-1-2,@###### thank you jackass zebras
1213,20131,3,1,2,0,1,1/2/2000,"RT @###### Niggas all about sex now days. Unlike you bitches, i jus want somebody who gone better me as a young women&#58400;"
1214,18908,3,3,0,0,0,3-0-0,RT @###### Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
1215,14110,3,0,2,1,1,0-2-1,Paybacks a bitch.
1216,4996,3,0,3,0,1,0-3-0,@###### truuuu bitches don't have ANY respect for themselves so I'm with you on the shit talkin lol
1217,20134,3,2,1,0,0,2/1/2000,RT @###### @###### straight guys take a picture of themselves naked in a hot tun.What fags @###### @###### @######
1218,19459,3,0,2,1,1,0-2-1,RT @###### I see the same hoes&#128064;
1219,22139,3,0,1,2,2,0-1-2,"There are LOTS of top tier wrestlers who started as ""yardies""."
1220,11052,3,0,3,0,1,0-3-0,I need a Belgian waffle and a couple bad bitches
1221,20699,3,0,2,1,1,0-2-1,RT @###### You guys are all the best @###### @###### @###### @###### @###### love you nig nogs #indyfam
